State Name,"District Name","Market Name",Variety,Group,"Arrivals (Tonnes)","Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Reported Date"
Maharashtra,Pune,Pune,Local,Vegetables,330.7,600,2000,1300,"01 Sep 2024"
Maharashtra,Pune,Pune,Local,Vegetables,334.3,600,1800,1200,"03 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,400.6,800,1500,1150,"18 Dec 2024"
Maharashtra,Pune,Pune,Local,Vegetables,106.6,800,2000,1400,"20 May 2024"
Maharashtra,Pune,Pune,Local,Vegetables,147.3,600,1500,1000,"09 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,175.1,1500,4500,3000,"13 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,187,1000,2000,1500,"10 Jun 2024"
Maharashtra,Pune,Pune,Local,Vegetables,192.7,1000,3000,2000,"12 Jul 2024"
Maharashtra,Pune,Pune,Local,Vegetables,196.4,2000,5500,3750,"26 Aug 2024"
Maharashtra,Pune,Pune,Local,Vegetables,199.3,600,2200,1400,"07 Mar 2024"
Maharashtra,Pune,Pune,Local,Vegetables,199.6,600,1600,1100,"05 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,205.8,600,1200,900,"09 Dec 2025"
Maharashtra,Pune,Pune,Local,Vegetables,216.8,600,3000,1800,"14 Feb 2024"
Maharashtra,Pune,Pune,Local,Vegetables,219.1,400,1000,700,"15 Jan 2025"
Maharashtra,Pune,Pune,Local,Vegetables,231.6,600,1400,1000,"28 Jun 2025"
